,station_uid,line_uid,line_name,station_name,stationid,poiid,pointx,pointy,poitype,trans,color,ccode,line_start_city,line_terminal_city,line_tag,expect_open_time,line_open_status,is_updown,nearby_lines,trans_lines_detail,trans_lines_count,station_index,stations_count,platform_count_final,line_name_clean,trans_count_final,station_score,station_score_normalized,trans_lines_normalized,platform_normalized,station_score_normalized_final,trans_lines_normalized_final,platform_normalized_final,final_score
5954,2199027085438,2199027084652,地铁8号线,庆安,2199027087117,2199027087925,104.033918,30.598395,2,0,#C3D600,510100,510100,510100,1:1,,1,1,,,0,18,25,1.0,地铁8号线,1,20.0,0.5833333333333333,0.0,0.0,0.5833333333333333,0.0,0.0,0.11666666666666665
5955,2199027085439,2199027084652,地铁8号线,石羊,2199027087118,2199027087924,104.031199,30.585382,2,0,#C3D600,510100,510100,510100,1:1,,1,1,,['地铁30号线一期'],1,19,25,1.0,地铁8号线,1,19.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
5956,2199027085440,2199027084652,地铁8号线,三元,2199027087119,2199027087898,104.026762,30.581502,2,1,#C3D600,510100,510100,510100,1:1,,1,1,,['地铁9号线'],1,20,25,2.0,地铁8号线,2,18.0,0.41666666666666674,0.3333333333333333,0.3333333333333333,1.0833333333333335,0.3333333333333333,0.3333333333333333,0.4833333333333334
5958,2199027085441,2199027084652,地铁8号线,顺风,2199027087120,2199027087923,104.010948,30.577129,2,0,#C3D600,510100,510100,510100,1:1,,1,1,,,0,21,25,1.0,地铁8号线,1,17.0,0.33333333333333326,0.0,0.0,0.33333333333333326,0.0,0.0,0.06666666666666665
5959,2199027085442,2199027084652,地铁8号线,珠江路,2199027087121,2199027087922,104.008137,30.566275,2,0,#C3D600,510100,510100,510100,1:1,,1,1,,['地铁30号线一期'],1,22,25,1.0,地铁8号线,1,16.0,0.25,0.0,0.0,0.25,0.0,0.0,0.05
5960,2199027085443,2199027084652,地铁8号线,川大江安校区,2199027087122,2199027087921,104.006952,30.555193,2,0,#C3D600,510100,510100,510100,1:1,,1,1,,,0,23,25,1.0,地铁8号线,1,15.0,0.16666666666666674,0.0,0.0,0.16666666666666674,0.0,0.0,0.03333333333333335
5961,2199027085444,2199027084652,地铁8号线,文星,2199027087123,2199027087919,103.990585,30.550569,2,0,#C3D600,510100,510100,510100,1:1,,1,1,,,0,24,25,1.0,地铁8号线,1,14.0,0.08333333333333326,0.0,0.0,0.08333333333333326,0.0,0.0,0.016666666666666653
5962,2199027085445,2199027084652,地铁8号线,莲花,2199027087124,2199027087918,103.979357,30.54618,2,0,#C3D600,510100,510100,510100,1:1,,1,1,,['地铁8号线二期南延段'],1,25,25,1.0,地铁8号线,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5963,2199027085053,2199027084634,地铁9号线,心岛,2199027086854,2199027087897,104.072548,30.575808,2,0,#E4A110,510100,510100,510100,1:1,,1,1,,,0,2,13,1.0,地铁9号线,1,8.0,0.16666666666666674,0.0,0.0,0.16666666666666674,0.0,0.0,0.03333333333333335
5964,2199027085057,2199027084634,地铁9号线,太平寺,2199027086858,2199027087899,104.01216,30.591307,2,0,#E4A110,510100,510100,510100,1:1,,1,1,,,0,6,13,1.0,地铁9号线,1,12.0,0.8333333333333335,0.0,0.0,0.8333333333333335,0.0,0.0,0.1666666666666667
5965,2199027085058,2199027084634,地铁9号线,华兴,2199027086859,2199027904097,104.002767,30.598552,2,1,#E4A110,510100,510100,510100,1:1,,1,1,,['地铁10号线'],1,7,13,2.0,地铁9号线,2,13.0,1.0,0.3333333333333333,0.3333333333333333,1.2857142857142858,0.3333333333333333,0.3333333333333333,0.5238095238095238
5967,2199027085059,2199027084634,地铁9号线,簇桥,2199027086860,2199027087900,103.990332,30.607047,2,0,#E4A110,510100,510100,510100,1:1,,1,1,,,0,8,13,1.0,地铁9号线,1,12.0,0.8333333333333335,0.0,0.0,0.8333333333333335,0.0,0.0,0.1666666666666667
5968,2199027085061,2199027084634,地铁9号线,机投桥,2199027086862,2199026966081,103.978139,30.646141,2,1,#E4A110,510100,510100,510100,1:1,,1,1,,"['地铁17号线', '地铁17号线二期']",2,10,13,2.0,地铁9号线,2,10.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3666666666666667
5970,2199027085062,2199027084634,地铁9号线,培风,2199027086863,2199027087901,103.977206,30.660106,2,0,#E4A110,510100,510100,510100,1:1,,1,1,,['地铁13号线一期'],1,11,13,1.0,地铁9号线,1,9.0,0.3333333333333335,0.0,0.0,0.3333333333333335,0.0,0.0,0.0666666666666667
5971,2199027085064,2199027084634,地铁9号线,黄田坝,2199027086865,2199027087902,103.971444,30.697928,2,0,#E4A110,510100,510100,510100,1:1,,1,1,,,0,13,13,1.0,地铁9号线,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5972,6439822990569127572,12717094267622739345,地铁10号线,簇锦,2199027903717,2199027904098,104.008233,30.611174,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,2,16,1.0,地铁10号线,1,10.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.02857142857142856
5973,15805031658681402208,12717094267622739345,地铁10号线,金花,9651387126884863421,12301861149974735771,103.97006,30.591466,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,4,16,1.0,地铁10号线,1,12.0,0.4285714285714286,0.0,0.0,0.4285714285714286,0.0,0.0,0.08571428571428573
5974,11407899431934419725,12717094267622739345,地铁10号线,双流机场1航站楼,2199028156941,2199028157289,103.959169,30.578619,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,5,16,1.0,地铁10号线,1,13.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.0,0.11428571428571428
5975,10277853294482874289,12717094267622739345,地铁10号线,双流机场2航站楼,1154930432286621336,12301714958300905871,103.955495,30.569918,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,"['地铁19号线二期', '地铁30号线一期']",2,6,16,1.0,地铁10号线,1,14.0,0.7142857142857144,0.0,0.0,0.7142857142857144,0.0,0.0,0.14285714285714288
5976,6364788367277555940,12717094267622739345,地铁10号线,应天寺,12832153063027755170,2763265249361307033,103.904789,30.535796,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,8,16,1.0,地铁10号线,1,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
5977,5671927621328274457,12717094267622739345,地铁10号线,黄水,2199027903719,9385287398374388783,103.891276,30.51899,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,9,16,1.0,地铁10号线,1,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
5978,298283836180267605,12717094267622739345,地铁10号线,花源,11723050113888870802,8289765751861793124,103.88089,30.485303,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,10,16,1.0,地铁10号线,1,15.0,0.8571428571428572,0.0,0.0,0.8571428571428572,0.0,0.0,0.17142857142857146
5979,3207440869962901492,12717094267622739345,地铁10号线,新津站,2199027903720,17899576164280709099,103.873233,30.462955,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,11,16,1.0,地铁10号线,1,14.0,0.7142857142857144,0.0,0.0,0.7142857142857144,0.0,0.0,0.14285714285714288
5980,8281481019681774721,12717094267622739345,地铁10号线,花桥,2199027903721,8748152845896750946,103.857298,30.441696,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,12,16,1.0,地铁10号线,1,13.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.0,0.11428571428571428
5981,7898698723862076395,12717094267622739345,地铁10号线,五津,2199027903722,17175390208533900836,103.813303,30.423691,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,13,16,1.0,地铁10号线,1,12.0,0.4285714285714286,0.0,0.0,0.4285714285714286,0.0,0.0,0.08571428571428573
5982,18129895214456932588,12717094267622739345,地铁10号线,儒林路,2199027903723,15896332255354909706,103.80302,30.416294,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,14,16,1.0,地铁10号线,1,11.0,0.2857142857142858,0.0,0.0,0.2857142857142858,0.0,0.0,0.05714285714285716
5983,2630075597891036250,12717094267622739345,地铁10号线,刘家碾,9168548029227141004,6445767674919024057,103.791489,30.415206,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,15,16,1.0,地铁10号线,1,10.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.02857142857142856
5984,1604131105004846975,12717094267622739345,地铁10号线,新平,2199027903724,462590555805855450,103.781528,30.408321,2,0,#003DA5,510100,510100,510100,1:1,,1,1,,,0,16,16,1.0,地铁10号线,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5985,2199026382596,2199026030675,地铁17号线,白佛桥,2199026706183,2199026966082,103.963351,30.64099,2,0,#80E0A7,510100,510100,510100,1:1,,1,1,,,0,2,9,1.0,地铁17号线,1,6.0,0.25,0.0,0.0,0.25,0.0,0.0,0.05
5986,2199026382598,2199026030675,地铁17号线,九江北,2199026706185,2199026966083,103.921498,30.634594,2,0,#80E0A7,510100,510100,510100,1:1,,1,1,,['地铁19号线二期'],1,3,9,1.0,地铁17号线,1,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
5987,2199026382600,2199026030675,地铁17号线,明光,2199026706187,2199026966084,103.868449,30.658397,2,0,#80E0A7,510100,510100,510100,1:1,,1,1,,,0,4,9,1.0,地铁17号线,1,8.0,0.75,0.0,0.0,0.75,0.0,0.0,0.15000000000000002
5988,2199026382602,2199026030675,地铁17号线,温泉大道,2199026706189,2199026966085,103.8552,30.672579,2,0,#80E0A7,510100,510100,510100,1:1,,1,1,,,0,5,9,1.0,地铁17号线,1,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
5989,2199026382606,2199026030675,地铁17号线,市五医院,2199026706193,2199026966086,103.82942,30.698765,2,0,#80E0A7,510100,510100,510100,1:1,,1,1,,,0,7,9,1.0,地铁17号线,1,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
5990,2199026382608,2199026030675,地铁17号线,黄石,2199026706195,2199026966087,103.813983,30.721668,2,0,#80E0A7,510100,510100,510100,1:1,,1,1,,,0,8,9,1.0,地铁17号线,1,6.0,0.25,0.0,0.0,0.25,0.0,0.0,0.05
5991,2199026382610,2199026030675,地铁17号线,金星,2199026706197,2199026966088,103.794102,30.756137,2,0,#80E0A7,510100,510100,510100,1:1,,1,1,,,0,9,9,1.0,地铁17号线,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5992,2199026382616,2199026031212,地铁18号线,锦城广场东,2199027973785,2199027982417,104.069429,30.568414,2,0,#115E67,510100,510100,510100,1:1,,1,1,,,0,3,13,1.0,地铁18号线,1,9.0,0.3333333333333335,0.0,0.0,0.3333333333333335,0.0,0.0,0.0666666666666667
5993,2199026382620,2199026031212,地铁18号线,海昌路,2199027973787,2199027981767,104.071584,30.492776,2,1,#115E67,510100,510100,510100,1:1,,1,1,,['地铁1号线'],1,5,13,1.0,地铁18号线,1,11.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.13333333333333336
5994,2199026382624,2199026031212,地铁18号线,兴隆,2199027973789,2199027982416,104.102568,30.40942,2,0,#115E67,510100,510100,510100,1:1,,1,1,,,0,7,13,1.0,地铁18号线,1,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
5995,2199026382626,2199026031212,地铁18号线,天府站,2199027973790,2199027982415,104.151084,30.390281,2,0,#115E67,510100,510100,510100,1:1,,1,1,,,0,8,13,1.0,地铁18号线,1,12.0,0.8333333333333335,0.0,0.0,0.8333333333333335,0.0,0.0,0.1666666666666667
5996,2199027085833,2199026031212,地铁18号线,三岔,2199027973791,2199028137920,104.317364,30.311282,2,0,#115E67,510100,510100,510100,1:1,,1,1,,,0,9,13,1.0,地铁18号线,1,11.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.13333333333333336
5997,2199028376896,2199026031212,地铁18号线,福田,2199028369138,2199028500193,104.387179,30.278424,2,0,#115E67,510100,510100,510100,1:1,,1,1,,['地铁S3线'],1,10,13,1.0,地铁18号线,1,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
5998,2199028376897,2199026031212,地铁18号线,天府机场3号4号航站楼,2199028369139,2199028500194,104.433898,30.288501,2,0,#115E67,510100,510100,510100,1:1,,1,1,,,0,11,13,1.0,地铁18号线,1,9.0,0.3333333333333335,0.0,0.0,0.3333333333333335,0.0,0.0,0.0666666666666667
5999,2199028376898,2199026031212,地铁18号线,天府机场1号2号航站楼,2199028369140,2199028500195,104.444235,30.310893,2,0,#115E67,510100,510100,510100,1:1,,1,1,,,0,12,13,1.0,地铁18号线,1,8.0,0.16666666666666674,0.0,0.0,0.16666666666666674,0.0,0.0,0.03333333333333335
6000,2199028499527,2199026031212,地铁18号线,天府机场北,2199028499998,2199028500251,104.455079,30.334472,2,0,#115E67,510100,510100,510100,1:1,,1,1,,['地铁18号线临江段'],1,13,13,1.0,地铁18号线,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6001,9685319630678356267,13827384432090395154,轨道交通1号线,小孟工业园,1420747013480345031,15842476319862938985,106.709668,26.49753,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,1,25,1.0,轨道交通1号线,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6002,9036648259257644389,13827384432090395154,轨道交通1号线,清水江路,16203870953039863916,3801247738823715912,106.709283,26.507052,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,2,25,1.0,轨道交通1号线,1,14.0,0.08333333333333326,0.0,0.0,0.08333333333333326,0.0,0.0,0.016666666666666653
6003,17575495710328048704,13827384432090395154,轨道交通1号线,长江路,3663490844010203297,12051234218942422856,106.71101,26.517928,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,3,25,1.0,轨道交通1号线,1,15.0,0.16666666666666674,0.0,0.0,0.16666666666666674,0.0,0.0,0.03333333333333335
6004,602184765819058999,13827384432090395154,轨道交通1号线,珠江路,8401393556750423057,13630570318161130696,106.710896,26.526206,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,4,25,1.0,轨道交通1号线,1,16.0,0.25,0.0,0.0,0.25,0.0,0.0,0.05
6005,2559222422946480586,13827384432090395154,轨道交通1号线,望城坡,7599033670250624617,1770966100250025629,106.712225,26.536438,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,['轨道交通S1号线一期'],1,5,25,1.0,轨道交通1号线,1,17.0,0.33333333333333326,0.0,0.0,0.33333333333333326,0.0,0.0,0.06666666666666665
6006,7630695342879990484,13827384432090395154,轨道交通1号线,沙冲路,7262371146174708553,16161533480649298073,106.703181,26.549677,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,6,25,1.0,轨道交通1号线,1,18.0,0.41666666666666674,0.0,0.0,0.41666666666666674,0.0,0.0,0.08333333333333336
6007,7095409382140838981,13827384432090395154,轨道交通1号线,贵阳火车站,2199027903637,2199027904104,106.703497,26.557685,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,7,25,1.0,轨道交通1号线,1,19.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
6008,15340282840641518314,13827384432090395154,轨道交通1号线,河滨公园,16552395671032568612,18324245507590311303,106.707813,26.569134,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,8,25,1.0,轨道交通1号线,1,20.0,0.5833333333333333,0.0,0.0,0.5833333333333333,0.0,0.0,0.11666666666666665
6009,7526994838949507902,13827384432090395154,轨道交通1号线,中山西路,9530696819187109342,5985364246447031496,106.709798,26.577212,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,9,25,1.0,轨道交通1号线,1,21.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.13333333333333336
6010,3552388520442432210,13827384432090395154,轨道交通1号线,喷水池,6734424283224621656,159651260076962938,106.709858,26.585012,2,1,#33CC33,520100,520100,520100,1:1,,1,1,,['轨道交通2号线'],1,10,25,2.0,轨道交通1号线,2,22.0,0.75,0.3333333333333333,0.3333333333333333,1.55,0.3333333333333333,0.3333333333333333,0.5766666666666667
6012,6983770075269185037,13827384432090395154,轨道交通1号线,北京路,16052359062101954912,10440715873546625836,106.706351,26.592792,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,['轨道交通3号线'],1,11,25,1.0,轨道交通1号线,1,23.0,0.8333333333333333,0.0,0.0,0.8333333333333333,0.0,0.0,0.16666666666666666
6013,14045656801203831678,13827384432090395154,轨道交通1号线,八鸽岩,4972538165206338781,4402916352074371847,106.703158,26.59699,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,12,25,1.0,轨道交通1号线,1,24.0,0.9166666666666667,0.0,0.0,0.9166666666666667,0.0,0.0,0.18333333333333335
6014,8047497503303360471,13827384432090395154,轨道交通1号线,南垭路,7953410268901812621,2017771354934998137,106.704979,26.61578,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,13,25,1.0,轨道交通1号线,1,25.0,0.9999999999999998,0.0,0.0,0.9999999999999998,0.0,0.0,0.19999999999999996
6015,10739401874588730160,13827384432090395154,轨道交通1号线,雅关,17806614295212630919,44920440332758099,106.702354,26.636459,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,14,25,1.0,轨道交通1号线,1,24.0,0.9166666666666667,0.0,0.0,0.9166666666666667,0.0,0.0,0.18333333333333335
6016,2053645994699706886,13827384432090395154,轨道交通1号线,贵阳北站,2199027903638,2199027904099,106.675325,26.619486,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,15,25,1.0,轨道交通1号线,1,23.0,0.8333333333333333,0.0,0.0,0.8333333333333333,0.0,0.0,0.16666666666666666
6017,14025035978549421106,13827384432090395154,轨道交通1号线,白鹭湖,9681270519237590725,10620733355707832066,106.661836,26.619379,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,16,25,1.0,轨道交通1号线,1,22.0,0.75,0.0,0.0,0.75,0.0,0.0,0.15000000000000002
6018,14500694886279411659,13827384432090395154,轨道交通1号线,新寨,790153479257449809,10648651714979126805,106.654316,26.62904,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,17,25,1.0,轨道交通1号线,1,21.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.13333333333333336
6019,15534641966988373070,13827384432090395154,轨道交通1号线,阳关,2199027903639,2199027904101,106.655756,26.639101,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,18,25,1.0,轨道交通1号线,1,20.0,0.5833333333333333,0.0,0.0,0.5833333333333333,0.0,0.0,0.11666666666666665
6020,13100757738544713788,13827384432090395154,轨道交通1号线,国际生态会议中心,12053321445054007952,15816789050895868469,106.64854,26.645725,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,19,25,1.0,轨道交通1号线,1,19.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
6021,9192380961627874631,13827384432090395154,轨道交通1号线,观山湖公园,2199027903640,2199027904100,106.631531,26.645081,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,20,25,1.0,轨道交通1号线,1,18.0,0.41666666666666674,0.0,0.0,0.41666666666666674,0.0,0.0,0.08333333333333336
6022,2743309018714912573,13827384432090395154,轨道交通1号线,林城西路,13260259424116476941,725618563292117832,106.61746,26.645222,2,1,#33CC33,520100,520100,520100,1:1,,1,1,,['轨道交通2号线'],1,21,25,1.0,轨道交通1号线,2,17.0,0.33333333333333326,0.3333333333333333,0.0,0.7333333333333332,0.3333333333333333,0.0,0.3466666666666666
6024,9503616565699679453,13827384432090395154,轨道交通1号线,阅山湖公园,3040039439632403641,13178982131825200575,106.60823,26.64597,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,22,25,1.0,轨道交通1号线,1,16.0,0.25,0.0,0.0,0.25,0.0,0.0,0.05
6025,16058009416591172878,13827384432090395154,轨道交通1号线,老湾塘,9685251285442292692,817676251615882083,106.590219,26.648221,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,23,25,1.0,轨道交通1号线,1,15.0,0.16666666666666674,0.0,0.0,0.16666666666666674,0.0,0.0,0.03333333333333335
6026,3272788278808119697,13827384432090395154,轨道交通1号线,下麦西,6597124519825478955,3839830708367706048,106.57997,26.655062,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,24,25,1.0,轨道交通1号线,1,14.0,0.08333333333333326,0.0,0.0,0.08333333333333326,0.0,0.0,0.016666666666666653
6027,2425590165168804198,13827384432090395154,轨道交通1号线,窦官,2199027903641,2199027904110,106.569276,26.653418,2,0,#33CC33,520100,520100,520100,1:1,,1,1,,,0,25,25,1.0,轨道交通1号线,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6028,2199029920981,2199026031217,轨道交通2号线,中兴路,2199029921770,2199029922520,106.777335,26.519396,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,1,32,1.0,轨道交通2号线,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6029,2199029920982,2199026031217,轨道交通2号线,云盘,2199029921771,2199029922519,106.780858,26.530697,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,2,32,1.0,轨道交通2号线,1,18.0,0.06666666666666665,0.0,0.0,0.06666666666666665,0.0,0.0,0.01333333333333333
6030,2199029920983,2199026031217,轨道交通2号线,小碧,2199029921772,2199029922518,106.78903,26.534861,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,3,32,1.0,轨道交通2号线,1,19.0,0.1333333333333333,0.0,0.0,0.1333333333333333,0.0,0.0,0.02666666666666666
6031,2199029920984,2199026031217,轨道交通2号线,龙洞堡机场,2199029921773,2199029922517,106.798733,26.543836,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,4,32,1.0,轨道交通2号线,1,20.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.039999999999999994
6032,2199029920985,2199026031217,轨道交通2号线,见龙洞,2199029921774,2199029922516,106.781154,26.547189,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,5,32,1.0,轨道交通2号线,1,21.0,0.2666666666666666,0.0,0.0,0.2666666666666666,0.0,0.0,0.05333333333333332
6033,2199029920986,2199026031217,轨道交通2号线,森林公园,2199029921775,2199029922515,106.770753,26.546262,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,6,32,1.0,轨道交通2号线,1,22.0,0.33333333333333326,0.0,0.0,0.33333333333333326,0.0,0.0,0.06666666666666665
6034,2199029920987,2199026031217,轨道交通2号线,富源北路,2199029921776,2199029922514,106.738886,26.549585,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,7,32,1.0,轨道交通2号线,1,23.0,0.3999999999999999,0.0,0.0,0.3999999999999999,0.0,0.0,0.07999999999999999
6035,2199029920988,2199026031217,轨道交通2号线,贵钢,2199029921777,2199029922513,106.731998,26.554447,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,8,32,1.0,轨道交通2号线,1,24.0,0.4666666666666668,0.0,0.0,0.4666666666666668,0.0,0.0,0.09333333333333337
6036,2199026382685,2199026031217,轨道交通2号线,油榨街,2199026711393,2199026967512,106.731774,26.562284,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,9,32,1.0,轨道交通2号线,1,25.0,0.5333333333333334,0.0,0.0,0.5333333333333334,0.0,0.0,0.10666666666666669
6037,2199026382683,2199026031217,轨道交通2号线,宝山南路,2199026711391,2199026967511,106.729002,26.570711,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,10,32,1.0,轨道交通2号线,1,26.0,0.6000000000000001,0.0,0.0,0.6000000000000001,0.0,0.0,0.12000000000000002
6038,2199026382681,2199026031217,轨道交通2号线,省人民医院,2199026711389,2199026967510,106.725077,26.576618,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,11,32,1.0,轨道交通2号线,1,27.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.13333333333333336
6039,2199026382679,2199026031217,轨道交通2号线,阳明祠,2199026711387,2199026967509,106.723219,26.582605,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,12,32,1.0,轨道交通2号线,1,28.0,0.7333333333333334,0.0,0.0,0.7333333333333334,0.0,0.0,0.1466666666666667
6040,2199026382675,2199026031217,轨道交通2号线,紫林庵,2199026711383,2199026967508,106.70539,26.58229,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,14,32,1.0,轨道交通2号线,1,30.0,0.8666666666666667,0.0,0.0,0.8666666666666667,0.0,0.0,0.17333333333333334
6041,2199026382673,2199026031217,轨道交通2号线,延安西路,2199026711381,2199026967507,106.698112,26.58189,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,['轨道交通3号线'],1,15,32,1.0,轨道交通2号线,1,31.0,0.9333333333333331,0.0,0.0,0.9333333333333331,0.0,0.0,0.18666666666666665
6042,2199026382671,2199026031217,轨道交通2号线,黔春路,2199026711379,2199026967506,106.679901,26.580682,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,16,32,1.0,轨道交通2号线,1,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
6043,2199026382669,2199026031217,轨道交通2号线,改茶路,2199026711377,2199026967505,106.666808,26.584291,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,17,32,1.0,轨道交通2号线,1,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
6044,2199026382667,2199026031217,轨道交通2号线,北京西路,2199026711375,2199026967504,106.660367,26.592752,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,18,32,1.0,轨道交通2号线,1,31.0,0.9333333333333331,0.0,0.0,0.9333333333333331,0.0,0.0,0.18666666666666665
6045,2199026382665,2199026031217,轨道交通2号线,马王庙,2199026711373,2199026967503,106.652812,26.586905,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,19,32,1.0,轨道交通2号线,1,30.0,0.8666666666666667,0.0,0.0,0.8666666666666667,0.0,0.0,0.17333333333333334
6046,2199026382663,2199026031217,轨道交通2号线,百花大道,2199026711371,2199026967502,106.636565,26.589476,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,20,32,1.0,轨道交通2号线,1,29.0,0.8,0.0,0.0,0.8,0.0,0.0,0.16000000000000003
6047,2199026382661,2199026031217,轨道交通2号线,茶园,2199026711369,2199026967501,106.624103,26.596632,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,21,32,1.0,轨道交通2号线,1,28.0,0.7333333333333334,0.0,0.0,0.7333333333333334,0.0,0.0,0.1466666666666667
6048,2199026382659,2199026031217,轨道交通2号线,金阳南路,2199026711367,2199026967500,106.619974,26.603426,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,22,32,1.0,轨道交通2号线,1,27.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.13333333333333336
6049,2199026382657,2199026031217,轨道交通2号线,金阳医院,2199026711365,2199026967499,106.621314,26.611695,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,23,32,1.0,轨道交通2号线,1,26.0,0.6000000000000001,0.0,0.0,0.6000000000000001,0.0,0.0,0.12000000000000002
6050,2199026382655,2199026031217,轨道交通2号线,兴筑路,2199026711363,2199026967498,106.616676,26.623296,2,0,#0134C7,520100,520100,520100,1:1,,1,1,,,0,24,32,1.0,轨道交通2号线,1,25.0,0.5333333333333334,0.0,0.0,0.5333333333333334,0.0,0.0,0.10666666666666669
